STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AL,Albania,2020,,13379.5,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AL,Albania,2021,,15243.1,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AL,Albania,2022,,18068.1,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AL,Albania,2023,,21730.5,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AL,Albania,2024,,25000.7,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AT,Austria,2020,,380317.9,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AT,Austria,2021,,406232.1,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AT,Austria,2022,,448007.4,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AT,Austria,2023,,473226.7,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",AT,Austria,2024,,484222.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BA,Bosnia and Herzegovina,2020,,17755.9,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BA,Bosnia and Herzegovina,2021,,20014.7,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BA,Bosnia and Herzegovina,2022,,23324.1,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BA,Bosnia and Herzegovina,2023,,25523.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BA,Bosnia and Herzegovina,2024,,26194.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BE,Belgium,2020,,463750.9,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BE,Belgium,2021,,506047.2,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BE,Belgium,2022,,563710.5,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BE,Belgium,2023,,596202.7,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BE,Belgium,2024,,613983.9,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BG,Bulgaria,2020,,61912.5,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BG,Bulgaria,2021,,71378.4,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BG,Bulgaria,2022,,86082.4,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BG,Bulgaria,2023,,94709.3,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",BG,Bulgaria,2024,,103723.0,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CH,Switzerland,2020,,650742.6,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CH,Switzerland,2021,,689174.9,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CH,Switzerland,2022,,787386.5,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CH,Switzerland,2023,,826951.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CH,Switzerland,2024,,865619.7,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CY,Cyprus,2020,,22373.6,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CY,Cyprus,2021,,25679.9,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CY,Cyprus,2022,,29377.2,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CY,Cyprus,2023,,31340.0,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CY,Cyprus,2024,,33567.7,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CZ,Czechia,2020,,220310.6,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CZ,Czechia,2021,,246012.3,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CZ,Czechia,2022,,286976.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CZ,Czechia,2023,,317385.8,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",CZ,Czechia,2024,,318895.7,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DE,Germany,2020,,3449620.0,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DE,Germany,2021,,3676460.0,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DE,Germany,2022,,3953850.0,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DE,Germany,2023,,4185550.0,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DE,Germany,2024,,4305260.0,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DK,Denmark,2020,,312118.3,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DK,Denmark,2021,,343318.6,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DK,Denmark,2022,,380567.4,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_MEUR,"Current prices, million euro",DK,Denmark,2023,,374173.6,,,,,
