STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-06,,176,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-07,,180,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-08,,184,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-09,,183,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-10,,179,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-11,,179,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2024-12,,180,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2025-01,,178,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2025-02,,178,,,,,
dataflow,ESTAT:TEILM012(1.0),Unemployment by sex - age group 25-74,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",Y25-74,From 25 to 74 years,T,Total,THS_PER,Thousand persons,CH,Switzerland,2025-03,,182,,,,,
