STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,estruct,Earnings structure,ecase,Earnings case,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SI,Slovenia,2022,,31336.80,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SI,Slovenia,2023,,34227.77,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SI,Slovenia,2024,,35729.50,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SK,Slovakia,2020,,20501.68,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SK,Slovakia,2021,,21965.00,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SK,Slovakia,2022,,23693.70,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SK,Slovakia,2023,,26055.12,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",SK,Slovakia,2024,,28139.72,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",TR,Türkiye,2020,,12890.31,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",TR,Türkiye,2021,,11691.51,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",TR,Türkiye,2022,,12571.53,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",TR,Türkiye,2023,,17536.59,,,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_NCH_AW100_100,"Two-earner couple without children, both earning 100% of the average earning",TR,Türkiye,2024,,22879.60,,,,,
